# Step | Real Time [s] | Time [fs] | Epot/N [eV] | Ekin/N [eV] | T [K] | Etot/N [eV] | Density [g/cm^3] | Volume [A^3] | P [bar] | Pxx [bar] | Pyy [bar] | Pzz [bar] | Pyz [bar] | Pxz [bar] | Pxy [bar]
       440 5.614        440.00 -3.345e+00 3.649e-02 282.270 -3.309e+00 2.175 1.428e+03 1.717e+04 1.595e+04 1.802e+04 1.755e+04 -4.144e+02 7.821e+01 7.154e+01
       445 4.766        445.00 -3.345e+00 3.646e-02 282.071 -3.309e+00 2.175 1.428e+03 1.716e+04 1.570e+04 1.802e+04 1.778e+04 -2.996e+02 3.616e+01 9.396e+01
       450 4.533        450.00 -3.345e+00 3.629e-02 280.734 -3.309e+00 2.175 1.428e+03 1.717e+04 1.563e+04 1.789e+04 1.800e+04 -1.357e+02 -3.190e+01 8.412e+01
       455 5.403        455.00 -3.345e+00 3.606e-02 279.010 -3.309e+00 2.175 1.428e+03 1.718e+04 1.573e+04 1.765e+04 1.816e+04 6.241e+01 -1.287e+02 4.131e+01
       460 5.069        460.00 -3.344e+00 3.589e-02 277.657 -3.309e+00 2.175 1.428e+03 1.719e+04 1.600e+04 1.733e+04 1.822e+04 2.712e+02 -2.483e+02 -3.242e+01
       465 3.805        465.00 -3.344e+00 3.581e-02 277.006 -3.309e+00 2.175 1.428e+03 1.719e+04 1.640e+04 1.699e+04 1.819e+04 4.614e+02 -3.765e+02 -1.329e+02
       470 3.530        470.00 -3.344e+00 3.578e-02 276.834 -3.309e+00 2.175 1.428e+03 1.721e+04 1.687e+04 1.667e+04 1.810e+04 6.039e+02 -4.915e+02 -2.515e+02
       475 3.857        475.00 -3.344e+00 3.576e-02 276.680 -3.309e+00 2.175 1.428e+03 1.725e+04 1.731e+04 1.643e+04 1.800e+04 6.770e+02 -5.683e+02 -3.729e+02
       480 3.887        480.00 -3.344e+00 3.570e-02 276.203 -3.309e+00 2.175 1.428e+03 1.730e+04 1.762e+04 1.630e+04 1.798e+04 6.708e+02 -5.885e+02 -4.779e+02
       485 3.998        485.00 -3.344e+00 3.557e-02 275.170 -3.309e+00 2.175 1.428e+03 1.736e+04 1.773e+04 1.630e+04 1.806e+04 5.886e+02 -5.482e+02 -5.476e+02
       490 3.890        490.00 -3.344e+00 3.532e-02 273.234 -3.309e+00 2.175 1.428e+03 1.744e+04 1.762e+04 1.644e+04 1.826e+04 4.444e+02 -4.587e+02 -5.674e+02
       495 4.269        495.00 -3.343e+00 3.490e-02 269.972 -3.309e+00 2.175 1.428e+03 1.753e+04 1.733e+04 1.669e+04 1.857e+04 2.602e+02 -3.399e+02 -5.282e+02
       500 5.259        500.00 -3.343e+00 3.429e-02 265.249 -3.309e+00 2.175 1.428e+03 1.765e+04 1.693e+04 1.703e+04 1.899e+04 6.171e+01 -2.127e+02 -4.265e+02
